	verb	transitive	Table-base	unvocalized	unmarked	normalized	stamp	length	salim	weak	url
7378	اِسْتَساغَ	م	132	استساغ	استساغ	استساغ	ستسغ	6		أجوف	http://qutrub.arabeyes.org/verb/استساغ
7379	سافَ	ل/م	34	ساف	ساف	ساف	سف	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساف
7380	سَوَّفَ	ل/م	112	سوف	سوّف	سوف	سف	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّف
7381	ساوَفَ	م	109	ساوف	ساوف	ساوف	سف	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساوف
7382	أَسافَ	ل/م	105	أساف	أساف	ءساف	سف	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساف
7383	اِسْتافَ	م	117	استاف	استاف	استاف	ستف	5		أجوف	http://qutrub.arabeyes.org/verb/استاف
7384	ساقَ	ل/م	34	ساق	ساق	ساق	سق	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساق
7385	سَوِقَ	ل	35	سوق	سوق	سوق	سق	3			http://qutrub.arabeyes.org/verb/سوق
7386	سَوَّقَ	ل/م	112	سوق	سوّق	سوق	سق	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّق
7387	ساوَقَ	م	109	ساوق	ساوق	ساوق	سق	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساوق
7388	أَساقَ	م	105	أساق	أساق	ءساق	سق	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساق
7389	تَسَوَّقَ	ل	126	تسوق	تسوّق	تسوق	تسق	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسوّق
7390	تَساوَقَ	ل	123	تساوق	تساوق	تساوق	تسق	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تساوق
7391	اِنْساقَ	ل	122	انساق	انساق	انساق	نسق	5		أجوف	http://qutrub.arabeyes.org/verb/انساق
7392	اِسْتاقَ	م	117	استاق	استاق	استاق	ستق	5		أجوف	http://qutrub.arabeyes.org/verb/استاق
7393	ساكَ	ل/م	34	ساك	ساك	ساك	سك	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساك
7394	سَوَّكَ	م	112	سوك	سوّك	سوك	سك	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّك
7395	تَسَوَّكَ	ل	126	تسوك	تسوّك	تسوك	تسك	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسوّك
7396	تَساوَكَ	ل	123	تساوك	تساوك	تساوك	تسك	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تساوك
7397	اِسْتاكَ	ل	117	استاك	استاك	استاك	ستك	5		أجوف	http://qutrub.arabeyes.org/verb/استاك
7398	سالَ	ل	36	سال	سال	سال	سل	3		أجوف واوي	http://qutrub.arabeyes.org/verb/سال
7399	سَوِلَ	ل	35	سول	سول	سول	سل	3			http://qutrub.arabeyes.org/verb/سول
7400	سَوَّلَ	م	112	سول	سوّل	سول	سل	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّل
7401	تَسَوَّلَ	ل	126	تسول	تسوّل	تسول	تسل	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسوّل
7402	سامَ	ل/م	34	سام	سام	سام	سم	3		أجوف واوي	http://qutrub.arabeyes.org/verb/سام
7403	سَوَّمَ	م/ل	112	سوم	سوّم	سوم	سم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّم
7404	ساوَمَ	م/ل	109	ساوم	ساوم	ساوم	سم	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساوم
7405	أَسامَ	م/ل	105	أسام	أسام	ءسام	سم	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أسام
7406	تَسَوَّمَ	ل	126	تسوم	تسوّم	تسوم	تسم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسوّم
7407	تَساوَمَ	م	123	تساوم	تساوم	تساوم	تسم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تساوم
7408	اِسْتامَ	ل/م	117	استام	استام	استام	ستم	5		أجوف	http://qutrub.arabeyes.org/verb/استام
7409	سَوِيَ	ل	42	سوي	سوي	سوي	س	3		لفيف مقرون	http://qutrub.arabeyes.org/verb/سوي
7410	سَوَّى	م	113	سوى	سوّى	سوى	س	4	مضعف	ناقص	http://qutrub.arabeyes.org/verb/سوّى
7411	ساوَى	م/ل	111	ساوى	ساوى	ساوى	س	4		ناقص	http://qutrub.arabeyes.org/verb/ساوى
7412	أَسْوَى	ل/م	104	أسوى	أسوى	ءسوى	س	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أسوى
7413	تَسَوَّى	ل	127	تسوى	تسوّى	تسوى	تس	5	مضعف	ناقص	http://qutrub.arabeyes.org/verb/تسوّى
7414	تَساوَى	ل	125	تساوى	تساوى	تساوى	تس	5		ناقص	http://qutrub.arabeyes.org/verb/تساوى
7415	اِسْتَوَى	ل	116	استوى	استوى	استوى	ست	5		ناقص	http://qutrub.arabeyes.org/verb/استوى
7416	سَيَّأَ	ل/م	112	سيأ	سيّأ	سيء	س	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/سيّأ
7417	تَسَيَّأَ	ل/م	126	تسيأ	تسيّأ	تسيء	تس	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تسيّأ
7418	اِنْسَيَأَ	ل	119	انسيأ	انسيأ	انسيء	نس	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/انسيأ
7419	سابَ	ل	45	ساب	ساب	ساب	سب	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساب
7420	سَيَّبَ	م	112	سيب	سيّب	سيب	سب	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سيّب
7421	اِنْسابَ	ل	122	انساب	انساب	انساب	نسب	5		أجوف	http://qutrub.arabeyes.org/verb/انساب
7422	سَيَّجَ	م/ل	112	سيج	سيّج	سيج	سج	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سيّج
7423	ساحَ	ل	45	ساح	ساح	ساح	سح	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساح
7424	سَيَّحَ	ل/م	112	سيح	سيّح	سيح	سح	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سيّح
7425	أَساحَ	ل/م	105	أساح	أساح	ءساح	سح	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساح
7426	اِنساحَ	ل	122	انساح	انساح	انساح	نسح	5		أجوف	http://qutrub.arabeyes.org/verb/انساح
7427	ساخَ	ل	45	ساخ	ساخ	ساخ	سخ	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساخ
7428	أَساخَ	م	105	أساخ	أساخ	ءساخ	سخ	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساخ
7429	سارَ	ل/م	45	سار	سار	سار	سر	3		أجوف واوي	http://qutrub.arabeyes.org/verb/سار
7430	سَيَّرَ	م	112	سير	سيّر	سير	سر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سيّر
7431	سايَرَ	م	109	ساير	ساير	ساير	سر	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساير
7432	أَسارَ	م	105	أسار	أسار	ءسار	سر	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أسار
7433	تَسَيَّرَ	ل	126	تسير	تسيّر	تسير	تسر	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسيّر
7434	تَسايَرَ	ل	123	تساير	تساير	تساير	تسر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تساير
7435	اِسْتارَ	ل	117	استار	استار	استار	ستر	5		أجوف	http://qutrub.arabeyes.org/verb/استار
7436	سَيِسَ	ل	46	سيس	سيس	سيس	سس	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سيس
7437	ساعَ	ل	45	ساع	ساع	ساع	سع	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساع
7438	سَيَّعَ	م	112	سيع	سيّع	سيع	سع	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سيّع
7439	أَساعَ	م	105	أساع	أساع	ءساع	سع	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساع
7440	تَسَيَّعَ	ل	126	تسيع	تسيّع	تسيع	تسع	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسيّع
7441	اِنْساعَ	ل	122	انساع	انساع	انساع	نسع	5		أجوف	http://qutrub.arabeyes.org/verb/انساع
7442	ساغَ	ل/م	45	ساغ	ساغ	ساغ	سغ	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساغ
7443	أَساغَ	م	105	أساغ	أساغ	ءساغ	سغ	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساغ
7444	سافَ	ل/م	45	ساف	ساف	ساف	سف	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساف
7445	سَيِفَ	ل	46	سيف	سيف	سيف	سف	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سيف
7446	سَيَّفَ	م	112	سيف	سيّف	سيف	سف	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سيّف
7447	سايَفَ	م	109	سايف	سايف	سايف	سف	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/سايف
7448	أَسافَ	ل/م	105	أساف	أساف	ءساف	سف	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساف
7449	تَسَيَّفَ	م	126	تسيف	تسيّف	تسيف	تسف	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسيّف
7450	تَسايَفَ	ل	123	تسايف	تسايف	تسايف	تسف	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تسايف
7451	اِسْتافَ	ل	117	استاف	استاف	استاف	ستف	5		أجوف	http://qutrub.arabeyes.org/verb/استاف
7452	سالَ	ل	45	سال	سال	سال	سل	3		أجوف واوي	http://qutrub.arabeyes.org/verb/سال
7453	سَيَّلَ	م	112	سيل	سيّل	سيل	سل	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سيّل
7454	أَسالَ	م	105	أسال	أسال	ءسال	سل	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أسال
7455	تَسايَلَ	ل	123	تسايل	تسايل	تسايل	تسل	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تسايل
7456	شَئِزَ	ل	27	شئز	شئز	شءز	شز	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/شئز
7457	أَشْأَزَ	م	102	أشأز	أشأز	ءشءز	شز	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشأز
7458	اِشْتَأَزَ	ل	114	اشتأز	اشتأز	اشتءز	شتز	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/اشتأز
7459	شَئِفَ	ل/م	27	شئف	شئف	شءف	شف	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/شئف
7460	اِسْتَشْأَفَ	ل	114	استشأف	استشأف	استشءف	ستشف	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استشأف
7461	شَأَمَ	ل	26	شأم	شأم	شءم	شم	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/شأم
7462	شاءَمَ	ل	109	شاءم	شاءم	شاءم	شم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/شاءم
7463	أَشْأَمَ	ل	102	أشأم	أشأم	ءشءم	شم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشأم
7464	تَشَأَّمَ	ل	126	تشأم	تشأّم	تشءم	تشم	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تشأّم
7465	تَشاءَمَ	ل	123	تشاءم	تشاءم	تشاءم	تشم	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/تشاءم
7466	شَأَنَ	ل/م	26	شأن	شأن	شءن	شن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/شأن
7467	اِشْتَأَنَ	م	114	اشتأن	اشتأن	اشتءن	شتن	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/اشتأن
7468	شآ	م	29	شآ	شآ	شءء	ش	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/شآ
7469	شاءَى	م	111	شاءى	شاءى	شاءى	ش	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/شاءى
7470	تَشاءَى	ل	125	تشاءى	تشاءى	تشاءى	تش	5	مهموز	ناقص	http://qutrub.arabeyes.org/verb/تشاءى
7471	شَبَّ	ل	9	شب	شبّ	شب	شب	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شبّ
7472	شَبَّ	م	8	شب	شبّ	شب	شب	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شبّ
7473	شَبَّبَ	ل	112	شبب	شبّب	شبب	شب	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شبّب
7474	أَشَبَّ	ل/م	103	أشب	أشبّ	ءشب	شب	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشبّ
7475	اِسْتَشَبَّ	ل	130	استشب	استشبّ	استشب	ستشب	6	مضعف	صحيح	http://qutrub.arabeyes.org/verb/استشبّ
7476	شَبِثَ	م/ل	4	شبث	شبث	شبث	شبث	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبث
7477	شابَثَ	م	109	شابث	شابث	شابث	شبث	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/شابث
7478	تَشَبَّثَ	ل	126	تشبث	تشبّث	تشبث	تشبث	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تشبّث
7479	شَبَحَ	ل/م	3	شبح	شبح	شبح	شبح	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبح
7480	شَبُحَ	ل	7	شبح	شبح	شبح	شبح	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبح
7481	شَبَّحَ	ل/م	112	شبح	شبّح	شبح	شبح	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شبّح
7482	شَبَرَ	م	1	شبر	شبر	شبر	شبر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبر
7483	شَبِرَ	ل	4	شبر	شبر	شبر	شبر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبر
7484	شَبَّرَ	م	112	شبر	شبّر	شبر	شبر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شبّر
7485	تَشابَرَ	ل	123	تشابر	تشابر	تشابر	تشبر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تشابر
7486	شَبِعَ	ل	4	شبع	شبع	شبع	شبع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبع
7487	أَشْبَعَ	م	102	أشبع	أشبع	ءشبع	شبع	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشبع
7488	تَشَبَّعَ	ل	126	تشبع	تشبّع	تشبع	تشبع	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تشبّع
7489	شَبِقَ	ل	4	شبق	شبق	شبق	شبق	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبق
7490	شَبَكَ	ل/م	2	شبك	شبك	شبك	شبك	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبك
7491	شَبَّكَ	ل/م	112	شبك	شبّك	شبك	شبك	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شبّك
7492	تَشَبَّكَ	ل	126	تشبك	تشبّك	تشبك	تشبك	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تشبّك
7493	تَشابَكَ	ل	123	تشابك	تشابك	تشابك	تشبك	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تشابك
7494	اِشْتَبَكَ	ل	114	اشتبك	اشتبك	اشتبك	شتبك	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اشتبك
7495	شَبَلَ	ل	1	شبل	شبل	شبل	شبل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبل
7496	أَشْبَلَ	ل	102	أشبل	أشبل	ءشبل	شبل	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشبل
7497	شَبَمَ	م	1	شبم	شبم	شبم	شبم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبم
7498	شَبِمَ	ل	4	شبم	شبم	شبم	شبم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبم
7499	شَبَنَ	ل	1	شبن	شبن	شبن	شبن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شبن
7500	شَبَّهَ	م	112	شبه	شبّه	شبه	شبه	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شبّه
7501	شابَهَ	م	109	شابه	شابه	شابه	شبه	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/شابه
7502	أَشْبَهَ	م	102	أشبه	أشبه	ءشبه	شبه	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشبه
7503	تَشَبَّهَ	ل	126	تشبه	تشبّه	تشبه	تشبه	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تشبّه
7504	تَشابَهَ	ل	123	تشابه	تشابه	تشابه	تشبه	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تشابه
7505	اِشْتَبَهَ	ل	114	اشتبه	اشتبه	اشتبه	شتبه	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اشتبه
7506	شَبا	ل/م	17	شبا	شبا	شبا	شب	3		ناقص واوي	http://qutrub.arabeyes.org/verb/شبا
7507	أَشْبَى	ل/م	104	أشبى	أشبى	ءشبى	شب	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أشبى
7508	شَتَّ	ل/م	9	شت	شتّ	شت	شت	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شتّ
7509	شَتَّتَ	م	112	شتت	شتّت	شتت	شت	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شتّت
7510	أَشَتَّ	م/ل	103	أشت	أشتّ	ءشت	شت	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشتّ
7511	تَشَتَّتَ	ل	126	تشتت	تشتّت	تشتت	تشت	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تشتّت
7512	شَتَرَ	م	2	شتر	شتر	شتر	شتر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شتر
7513	شَتِرَ	ل	4	شتر	شتر	شتر	شتر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شتر
7514	شَتَّرَ	ل	112	شتر	شتّر	شتر	شتر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شتّر
7515	شَتَلَ	م	2	شتل	شتل	شتل	شتل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شتل
7516	شَتَمَ	م	1	شتم	شتم	شتم	شتم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شتم
7517	شَتُمَ	ل	7	شتم	شتم	شتم	شتم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شتم
7518	شاتَمَ	م	109	شاتم	شاتم	شاتم	شتم	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/شاتم
7519	تَشاتَمَ	ل	123	تشاتم	تشاتم	تشاتم	تشتم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تشاتم
7520	شَتَنَ	م	1	شتن	شتن	شتن	شتن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شتن
7521	شَتا	ل	17	شتا	شتا	شتا	شت	3		ناقص واوي	http://qutrub.arabeyes.org/verb/شتا
7522	شَتَّى	ل/م	113	شتى	شتّى	شتى	شت	4	مضعف	ناقص	http://qutrub.arabeyes.org/verb/شتّى
7523	شاتَى	م	111	شاتى	شاتى	شاتى	شت	4		ناقص	http://qutrub.arabeyes.org/verb/شاتى
7524	أَشْتَى	ل	104	أشتى	أشتى	ءشتى	شت	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أشتى
7525	شَثِنَ	ل	4	شثن	شثن	شثن	شثن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شثن
7526	شَجَبَ	ل/م	1	شجب	شجب	شجب	شجب	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شجب
7527	شَجِبَ	ل	4	شجب	شجب	شجب	شجب	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شجب
7528	أَشْجَبَ	م	102	أشجب	أشجب	ءشجب	شجب	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشجب
7529	تَشاجَبَ	ل	123	تشاجب	تشاجب	تشاجب	تشجب	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تشاجب
7530	شَجَّ	م	8	شج	شجّ	شج	شج	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شجّ
7531	شَجَّ	ل	10	شج	شجّ	شج	شج	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شجّ
7532	شاجَّ	م	110	شاج	شاجّ	شاج	شج	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شاجّ
7533	شَجَرَ	ل/م	1	شجر	شجر	شجر	شجر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شجر
7534	شَجَّرَ	ل/م	112	شجر	شجّر	شجر	شجر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/شجّر
7535	شاجَرَ	م	109	شاجر	شاجر	شاجر	شجر	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/شاجر
7536	أَشْجَرَ	ل	102	أشجر	أشجر	ءشجر	شجر	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشجر
7537	تَشاجَرَ	ل	123	تشاجر	تشاجر	تشاجر	تشجر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تشاجر
7538	اِشْتَجَرَ	ل	114	اشتجر	اشتجر	اشتجر	شتجر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اشتجر
7539	شَجُعَ	ل	7	شجع	شجع	شجع	شجع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شجع
7540	شاجَعَ	م	109	شاجع	شاجع	شاجع	شجع	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/شاجع
7541	تَشَجَّعَ	ل	126	تشجع	تشجّع	تشجع	تشجع	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تشجّع
7542	شَجَنَ	ل/م	1	شجن	شجن	شجن	شجن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شجن
7543	شَجِنَ	ل	4	شجن	شجن	شجن	شجن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شجن
7544	أَشْجَنَ	ل/م	102	أشجن	أشجن	ءشجن	شجن	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أشجن
7545	تَشَجَّنَ	ل	126	تشجن	تشجّن	تشجن	تشجن	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تشجّن
7546	شَجا	م	17	شجا	شجا	شجا	شج	3		ناقص واوي	http://qutrub.arabeyes.org/verb/شجا
7547	شَجِيَ	ل	19	شجي	شجي	شجي	شج	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/شجي
7548	أَشْجَى	م	104	أشجى	أشجى	ءشجى	شج	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أشجى
